,,,,
,,,,
Monthly top-five lists        Back five years Back three years Back one year Back one month Forward one month Forward one year Forward three years,,,,
Monthly List: March 2001 rating list,,,,
,,,,
,Player Name,Rating,Age,
#1,Garry Kasparov,2855,37y11m,(#1 all-time among players aged 37y11m)
#2,Viswanathan Anand,2824,31y3m,(#4 all-time among players aged 31y3m)
#3,Vladimir Kramnik,2816,25y9m,(#4 all-time among players aged 25y9m)
#4,Alexander Morozevich,2767,23y8m,(#10 all-time among players aged 23y8m)
#5,Peter Leko,2763,21y6m,(#7 all-time among players aged 21y6m)
#6,Vassily Ivanchuk,2756,32y0m,(#17 all-time among players aged 32y0m)
#7,Alexei Shirov,2751,28y8m,(#18 all-time among players aged 28y8m)
#8,Michael Adams,2746,29y4m,(#19 all-time among players aged 29y4m)
#9,Evgeny Bareev,2739,34y4m,(#22 all-time among players aged 34y4m)
#10,Boris Gelfand,2737,32y9m,(#25 all-time among players aged 32y9m)
#11,Peter Svidler,2731,24y9m,(#21 all-time among players aged 24y9m)
#12,Veselin Topalov,2718,26y0m,(#37 all-time among players aged 26y0m)
#13,Mikhail Gurevich,2703,42y1m,(#31 all-time among players aged 42y1m)
#14,Nigel Short,2698,35y9m,(#49 all-time among players aged 35y9m)
#15,Ruslan Ponomariov,2697,17y5m,(#4 all-time among players aged 17y5m)
#16,Alexander Khalifman,2696,35y2m,(#60 all-time among players aged 35y2m)
#17,Vladimir Akopian,2695,29y3m,(#67 all-time among players aged 29y3m)
#18,Kiril Georgiev,2694,35y4m,(#61 all-time among players aged 35y4m)
#19,Judit Polgar,2694,24y8m,(#51 all-time among players aged 24y8m)
#20,Alexey Dreev,2692,32y2m,(#76 all-time among players aged 32y2m)
#21,Rustam Kasimdzhanov,2690,21y3m,(#30 all-time among players aged 21y3m)
#22,Ilia Smirin,2690,33y2m,(#70 all-time among players aged 33y2m)
#23,Predrag Nikolic,2685,40y6m,(#48 all-time among players aged 40y6m)
